Team Name,Wins,Losses,Result,Division,Tournament
Eisenträger/Siemer,7,0,1,Open Gold/Premier,stockholm
RCG Powerline,5,2,2,Open Gold/Premier,stockholm
Mathieu/Pilon,6,1,3,Open Gold/Premier,stockholm
Les Machiines,5,2,4,Open Gold/Premier,stockholm
Serve Boomers,5,2,5,Open Gold/Premier,stockholm
Pump up the Jam,5,2,6,Open Gold/Premier,stockholm
Scott/Wout,3,3,7,Open Gold/Premier,stockholm
Machine slayers,3,3,7,Open Gold/Premier,stockholm
Roundnet Orléans,4,3,9,Open Gold/Premier,stockholm
nerds in disguise,3,4,10,Open Gold/Premier,stockholm
LTTL RNDNT,3,5,11,Open Gold/Premier,stockholm
Never Cold🌡️,2,6,12,Open Gold/Premier,stockholm
TWO SWEDES,4,3,13,Open Gold/Premier,stockholm
Pierre Feuille Victor,3,5,14,Open Gold/Premier,stockholm
Perplexing Zwambo,3,4,15,Open Gold/Premier,stockholm
Babbel Boys,1,7,16,Open Gold/Premier,stockholm
Bavaria meets Texas,3,3,17,Open Gold/Premier,stockholm
Cobra Spike,1,5,18,Open Gold/Premier,stockholm
Setters of Catan,2,4,19,Open Gold/Premier,stockholm
Hokus Boom,1,5,20,Open Gold/Premier,stockholm
Flatshot,8,1,1,Open Contender,stockholm
A cyan Cobra says GG Eazy,7,2,2,Open Contender,stockholm
Billie Eilish,8,1,3,Open Contender,stockholm
Tomato‘s,6,3,4,Open Contender,stockholm
Die Knaller,7,2,5,Open Contender,stockholm
Trymad,6,3,6,Open Contender,stockholm
Kuba/Nora,6,3,7,Open Contender,stockholm
Braunschweiger Jungs,5,5,8,Open Contender,stockholm
Lang & grimmig,8,1,9,Open Contender,stockholm
R-UNIT,6,2,10,Open Contender,stockholm
Jorge/Seb,7,2,11,Open Contender,stockholm
"halo, halo, palma?",6,3,12,Open Contender,stockholm
Cobra Cut,6,3,13,Open Contender,stockholm
Lords of London,5,5,14,Open Contender,stockholm
Danskjävlar!,5,3,15,Open Contender,stockholm
NBS,5,3,15,Open Contender,stockholm
Lucassoulet,7,2,17,Open Contender,stockholm
Golden Derby,5,4,18,Open Contender,stockholm
Swedish Knights,4,3,19,Open Contender,stockholm
Imbm & Pimpampel,5,3,19,Open Contender,stockholm
Hämpton Brothers,4,5,21,Open Contender,stockholm
Flying Otter,4,5,21,Open Contender,stockholm
Sugar & Spike,5,5,23,Open Contender,stockholm
ultra Instinct,4,5,24,Open Contender,stockholm
Asian persuasion,5,5,25,Open Contender,stockholm
Allegro,4,6,26,Open Contender,stockholm
KRC North,5,4,27,Open Contender,stockholm
It's Called Soccer,3,6,28,Open Contender,stockholm
Roundnet Rascals,4,5,29,Open Contender,stockholm
Los Kuikelos,4,5,29,Open Contender,stockholm
Bottom on tops,3,6,31,Open Contender,stockholm
Alley-Whoops,3,6,31,Open Contender,stockholm
Mäkelä/Seitz,4,5,33,Open Contender,stockholm
Rokas,3,6,34,Open Contender,stockholm
Magic Bears,2,6,35,Open Contender,stockholm
Serves up,2,6,35,Open Contender,stockholm
Gold Diggers,3,5,37,Open Contender,stockholm
Nimi Hattuun,1,7,38,Open Contender,stockholm
Charlie’s Angel,0,6,39,Open Contender,stockholm
Up and Running,1,6,39,Open Contender,stockholm
maiorca university exchange students,2,6,41,Open Contender,stockholm
Zvērs / Lapsa,1,7,42,Open Contender,stockholm
Takk for det!,0,7,43,Open Contender,stockholm
M&M,1,6,43,Open Contender,stockholm
Mõttus/Külm,9,1,1,Open Advanced,stockholm
The Place 2B,9,1,2,Open Advanced,stockholm
The Inbetweeners,7,3,3,Open Advanced,stockholm
KurbitZ Geckos,4,6,4,Open Advanced,stockholm
Maask/Tereping,6,4,5,Open Advanced,stockholm
Marco-Polo,2,7,6,Open Advanced,stockholm
The Beauty and the Spikeball Beast,1,8,7,Open Advanced,stockholm
Inlake-Brothers,0,8,7,Open Advanced,stockholm
tiramisu,8,0,1,Women's Advanced,stockholm
Flink,7,1,2,Women's Advanced,stockholm
Puces&dives,6,1,3,Women's Advanced,stockholm
RICdicuLOUs,6,2,4,Women's Advanced,stockholm
Mrc Stadlers,6,2,5,Women's Advanced,stockholm
melted on toast.,6,2,6,Women's Advanced,stockholm
Pinky Promise,5,2,7,Women's Advanced,stockholm
Klara & Amely,4,4,8,Women's Advanced,stockholm
Eau de Cologne,6,2,9,Women's Advanced,stockholm
Tutti Frutti,5,3,10,Women's Advanced,stockholm
KRC sweet and sweat,6,3,11,Women's Advanced,stockholm
lil drop,3,5,12,Women's Advanced,stockholm
First Aid Hit,5,4,13,Women's Advanced,stockholm
Tamarine,3,5,14,Women's Advanced,stockholm
Annie/Johanna,3,5,15,Women's Advanced,stockholm
Raketen,4,4,16,Women's Advanced,stockholm
The Incrediballs,4,3,17,Women's Advanced,stockholm
Crash & Eddie,4,4,17,Women's Advanced,stockholm
One shot,3,5,19,Women's Advanced,stockholm
SLICE IT,3,5,20,Women's Advanced,stockholm
Long Short,3,4,21,Women's Advanced,stockholm
Happy spikers,3,4,22,Women's Advanced,stockholm
Melange,3,5,23,Women's Advanced,stockholm
Käftsmällen,1,6,24,Women's Advanced,stockholm
Mis-Liiding,2,5,25,Women's Advanced,stockholm
High Vibes,1,5,25,Women's Advanced,stockholm
A(nna)lena,1,6,27,Women's Advanced,stockholm
The Giants,0,7,28,Women's Advanced,stockholm
Meme material,0,7,29,Women's Advanced,stockholm
Ines/Peer,9,0,1,Mixed Advanced,stockholm
Tabarnak,8,1,2,Mixed Advanced,stockholm
Ja Nah,8,1,3,Mixed Advanced,stockholm
Pinkey Jinkey,5,3,4,Mixed Advanced,stockholm
Raccooligans,8,1,5,Mixed Advanced,stockholm
Almost the same size,7,2,6,Mixed Advanced,stockholm
