Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Catalyst Storm,Peng's Chucho Challengers,Quarter-finals,psrhat23,"[21, 18, 14]","[18, 21, 21]",Expert
Berry-Xu Spike Commandos,Peng's Chucho Challengers,Semi-finals,psrhat23,"[18, 21, 0]","[21, 12, -1]",Expert
Illusionary Flow,Celestial Symmetry,Final,psrhat23,"[21, 21]","[17, 10]",Expert
Illusionary Flow,Astral Fusion,1st place,psrhat23,"[21, 21]","[15, 16]",Expert
Chromatic Echo,Celestial Symmetry,1st place,psrhat23,"[24, 27]","[26, 29]",Expert
Chromatic Echo,Astral Fusion,P5: Final,psrhat23,[21],[14],Expert
Chromatic Echo,Astral Fusion,P5: Final,psrhat23,[21],[14],Expert
Synchronic Surge,Marvelous Mousigians: Therrin Samsters,Quarter-finals,psrhat23,"[21, 21]","[17, 11]",Advanced/Intermediate
Van Wall Smashers,Marshall Beatdown,Quarter-finals,psrhat23,"[19, 24]","[21, 26]",Advanced/Intermediate
Synchronic Surge,Marshall Beatdown,Semi-finals,psrhat23,"[21, 21]","[9, 12]",Advanced/Intermediate
Equinox Fusion,Ethereal Momentum,Final,psrhat23,"[21, 21]","[16, 19]",Advanced/Intermediate
Equinox Fusion,Quasar Thunder,1st place,psrhat23,"[21, 21]","[17, 15]",Advanced/Intermediate
Ethereal Momentum,Kaleidoscope Nexus,1st place,psrhat23,"[21, 21]","[14, 17]",Advanced/Intermediate
Van Wall Smashers,Marvelous Mousigians: Therrin Samsters,P5: Semi-finals,psrhat23,[-1],[-1],Advanced/Intermediate
Kaleidoscope Nexus,Quasar Thunder,P5: Final,psrhat23,[1],[0],Advanced/Intermediate
Van Wall Smashers,Marvelous Mousigians: Therrin Samsters,P5: Semi-finals,psrhat23,[-1],[-1],Advanced/Intermediate
Kaleidoscope Nexus,Quasar Thunder,P5: Final,psrhat23,[1],[0],Advanced/Intermediate
