Team Name,Wins,Losses,Result,Division,Tournament
*sheeeeeesh*,4,3,0,Expert (4.5-5.0+),atlts2023
A/B,8,0,0,Expert (4.5-5.0+),atlts2023
Abstract,0,0,0,Expert (4.5-5.0+),atlts2023
Benihana Spice,2,4,0,Expert (4.5-5.0+),atlts2023
Benny Boo & Jare Bear,4,2,0,Expert (4.5-5.0+),atlts2023
Bot Cream,6,2,0,Expert (4.5-5.0+),atlts2023
Breezi,0,7,0,Expert (4.5-5.0+),atlts2023
Clark Marshall,4,3,0,Expert (4.5-5.0+),atlts2023
Condensed Milk,6,2,0,Expert (4.5-5.0+),atlts2023
Dawg Walk,6,2,0,Expert (4.5-5.0+),atlts2023
Ice Age,2,5,0,Expert (4.5-5.0+),atlts2023
IDGAF,4,3,0,Expert (4.5-5.0+),atlts2023
LBP,2,5,0,Expert (4.5-5.0+),atlts2023
Mind Games,2,5,0,Expert (4.5-5.0+),atlts2023
Quavo,0,6,0,Expert (4.5-5.0+),atlts2023
Quispe's Quties,0,6,0,Expert (4.5-5.0+),atlts2023
Shake ‘n Bake,6,3,0,Expert (4.5-5.0+),atlts2023
SpickyChickyBicky,2,5,0,Expert (4.5-5.0+),atlts2023
Spooked👻,5,1,0,Expert (4.5-5.0+),atlts2023
Terrible Internship Locations,2,4,0,Expert (4.5-5.0+),atlts2023
Terrible Serve,5,4,0,Expert (4.5-5.0+),atlts2023
Too Much Sandwich,0,7,0,Expert (4.5-5.0+),atlts2023
TRP Mega Bed,5,5,0,Expert (4.5-5.0+),atlts2023
TRP Pump Pics,8,0,0,Expert (4.5-5.0+),atlts2023
True Outcome,4,3,0,Expert (4.5-5.0+),atlts2023
Ugly Barnacles,0,0,0,Expert (4.5-5.0+),atlts2023
_🦧_,3,3,0,Contenders (4.0),atlts2023
Barber Shop,6,2,0,Contenders (4.0),atlts2023
Bimba Berimba,2,4,0,Contenders (4.0),atlts2023
Dawg Pack,0,6,0,Contenders (4.0),atlts2023
DHS SpikeCats,3,4,0,Contenders (4.0),atlts2023
Dirty Dawgs,4,5,0,Contenders (4.0),atlts2023
Dirty Divers,3,4,0,Contenders (4.0),atlts2023
DJ n Bubba,8,0,0,Contenders (4.0),atlts2023
Meow Meow Jelly Bo,8,1,0,Contenders (4.0),atlts2023
PJ and Les,2,6,0,Contenders (4.0),atlts2023
Pocket Aces,4,3,0,Contenders (4.0),atlts2023
Rocking Around the Roundnet,3,4,0,Contenders (4.0),atlts2023
Super Spike Bros,2,5,0,Contenders (4.0),atlts2023
Unnamed,4,2,0,Contenders (4.0),atlts2023
We Always Choose Rock,6,2,0,Contenders (4.0),atlts2023
Wonder Women,0,7,0,Contenders (4.0),atlts2023
Kash,0,7,0,Coed,atlts2023
Nice Kicks,3,4,0,Coed,atlts2023
Stay Humble,4,4,0,Coed,atlts2023
The People’s Champs,3,4,0,Coed,atlts2023
Toddie,6,2,0,Coed,atlts2023
TRP Yay/Neigh,6,3,0,Coed,atlts2023
Tweas & Tees,5,3,0,Coed,atlts2023
