Team Name,Wins,Losses,Result,Division,Tournament
Rogue,8,0,1,Premier(5.0),windy-city-classic-23
Tube Steaks,6,2,2,Premier(5.0),windy-city-classic-23
CRO Fall Damage,7,2,3,Premier(5.0),windy-city-classic-23
Basketball Purity,5,3,4,Premier(5.0),windy-city-classic-23
Cliff Notes,5,2,5,Premier(5.0),windy-city-classic-23
Nightmare on Sesame Street,5,1,5,Premier(5.0),windy-city-classic-23
GFD Shorter & Taller,6,1,5,Premier(5.0),windy-city-classic-23
The Diamond Dogs,5,2,5,Premier(5.0),windy-city-classic-23
Wilkins Warriors,4,4,9,Premier(5.0),windy-city-classic-23
Transfer portal,3,3,9,Premier(5.0),windy-city-classic-23
MLR Nardo Wicks,3,4,9,Premier(5.0),windy-city-classic-23
Revised Banquet,4,5,9,Premier(5.0),windy-city-classic-23
Munch,3,4,9,Premier(5.0),windy-city-classic-23
Defected,2,6,9,Premier(5.0),windy-city-classic-23
Risky Business,3,4,9,Premier(5.0),windy-city-classic-23
Hive Mind,2,4,9,Premier(5.0),windy-city-classic-23
Brace yourself,2,6,17,Premier(5.0),windy-city-classic-23
Jonald Treygan,0,5,17,Premier(5.0),windy-city-classic-23
Jack & the Beanstalk,0,5,17,Premier(5.0),windy-city-classic-23
Super Awesome Spikers,1,5,17,Premier(5.0),windy-city-classic-23
G/T,0,6,21,Premier(5.0),windy-city-classic-23
BIG BEAVERS,8,0,1,Women’s,windy-city-classic-23
One Hit Wonder,6,3,2,Women’s,windy-city-classic-23
Sams Club,6,2,3,Women’s,windy-city-classic-23
🐱astrophic,6,2,4,Women’s,windy-city-classic-23
Rival,5,4,5,Women’s,windy-city-classic-23
to jupiter,4,5,6,Women’s,windy-city-classic-23
Midwest Mashup,5,3,7,Women’s,windy-city-classic-23
Oh high Oh,4,5,8,Women’s,windy-city-classic-23
Split Ends,1,5,9,Women’s,windy-city-classic-23
$pikeballer$,0,6,9,Women’s,windy-city-classic-23
Flintstone Gummies,1,5,9,Women’s,windy-city-classic-23
Schmidt Storm,0,6,9,Women’s,windy-city-classic-23
CT/SheckBreezy,9,1,1,Contender(4.5),windy-city-classic-23
Primal,9,1,2,Contender(4.5),windy-city-classic-23
Soft Serve Custard with Kulaid,8,2,3,Contender(4.5),windy-city-classic-23
Death By Dropping Too Many of You Fools,6,4,4,Contender(4.5),windy-city-classic-23
Road Kill,7,1,5,Contender(4.5),windy-city-classic-23
Wild pickles,6,2,5,Contender(4.5),windy-city-classic-23
Cookin Curry,4,4,5,Contender(4.5),windy-city-classic-23
Saggy Baggers,7,1,5,Contender(4.5),windy-city-classic-23
Pocket Aces,5,2,9,Contender(4.5),windy-city-classic-23
Butter me up,6,1,9,Contender(4.5),windy-city-classic-23
Scooby Smacks,5,2,9,Contender(4.5),windy-city-classic-23
Get Milked,5,2,9,Contender(4.5),windy-city-classic-23
Funk,5,2,9,Contender(4.5),windy-city-classic-23
Athletic touch,4,3,9,Contender(4.5),windy-city-classic-23
Double D,5,2,9,Contender(4.5),windy-city-classic-23
House of Gas,6,1,9,Contender(4.5),windy-city-classic-23
Booth Boys,5,3,17,Contender(4.5),windy-city-classic-23
Therap-aced,3,5,17,Contender(4.5),windy-city-classic-23
Banana Men,4,3,17,Contender(4.5),windy-city-classic-23
Fruitcake,3,4,17,Contender(4.5),windy-city-classic-23
Operator Error,4,2,17,Contender(4.5),windy-city-classic-23
JQ^2,2,4,17,Contender(4.5),windy-city-classic-23
He’s Back!!,3,3,17,Contender(4.5),windy-city-classic-23
Sons of Kenneth,1,5,17,Contender(4.5),windy-city-classic-23
Egg,3,5,25,Contender(4.5),windy-city-classic-23
Balls in your face,3,5,25,Contender(4.5),windy-city-classic-23
TheGOATGene,3,5,25,Contender(4.5),windy-city-classic-23
Balls Deep,2,5,25,Contender(4.5),windy-city-classic-23
Corn Tortillas,2,5,25,Contender(4.5),windy-city-classic-23
Aced and Red Pilled,2,5,25,Contender(4.5),windy-city-classic-23
Kenny and Alex,3,4,25,Contender(4.5),windy-city-classic-23
Micah Spikeball,3,5,32,Contender(4.5),windy-city-classic-23
Jacob's Other Partners,4,4,33,Contender(4.5),windy-city-classic-23
The Woman and the Biscuit,3,5,34,Contender(4.5),windy-city-classic-23
Cave Talk,2,5,35,Contender(4.5),windy-city-classic-23
Reverse Kevin Garnett,1,6,35,Contender(4.5),windy-city-classic-23
Pockets full of sunshine,1,6,37,Contender(4.5),windy-city-classic-23
Tilted Towers,0,6,38,Contender(4.5),windy-city-classic-23
Pigeon for 12,1,6,38,Contender(4.5),windy-city-classic-23
Thee Baywatch,1,7,38,Contender(4.5),windy-city-classic-23
knullpojkar,0,6,41,Contender(4.5),windy-city-classic-23
$5 Biggie Boys,0,6,41,Contender(4.5),windy-city-classic-23
Unkown,10,0,1,Advanced(4.0),windy-city-classic-23
The Brothers in Law,7,3,2,Advanced(4.0),windy-city-classic-23
"""Click"" enthusiasts",5,5,3,Advanced(4.0),windy-city-classic-23
Grass Wreckers,5,5,4,Advanced(4.0),windy-city-classic-23
No Faults,2,7,5,Advanced(4.0),windy-city-classic-23
Broskis,3,5,6,Advanced(4.0),windy-city-classic-23
Under A Wrist,2,6,6,Advanced(4.0),windy-city-classic-23
Marqnette,3,6,6,Advanced(4.0),windy-city-classic-23
Super Spike Bros,7,1,1,Intermediate(3.0),windy-city-classic-23
πr²net,7,1,2,Intermediate(3.0),windy-city-classic-23
The Crustaceans,6,1,3,Intermediate(3.0),windy-city-classic-23
Spicy Rice Cake,5,3,4,Intermediate(3.0),windy-city-classic-23
Treyler Park Boys,4,3,5,Intermediate(3.0),windy-city-classic-23
711 Spike,4,2,6,Intermediate(3.0),windy-city-classic-23
Gamma rays,3,3,6,Intermediate(3.0),windy-city-classic-23
Berrien Buhoes,2,5,6,Intermediate(3.0),windy-city-classic-23
CHKN BOYS,4,3,9,Intermediate(3.0),windy-city-classic-23
The Bucket Hat Boys,4,4,10,Intermediate(3.0),windy-city-classic-23
Coffee and Frosty,1,6,11,Intermediate(3.0),windy-city-classic-23
Ball Swingerz,1,6,11,Intermediate(3.0),windy-city-classic-23
Checo,1,5,13,Intermediate(3.0),windy-city-classic-23
Swipe right,3,3,14,Intermediate(3.0),windy-city-classic-23
The Great Lakes Garglers,0,6,14,Intermediate(3.0),windy-city-classic-23
GFD supporters,8,0,1,Mixed Advanced(4.0+),windy-city-classic-23
Risky Bizz,7,1,2,Mixed Advanced(4.0+),windy-city-classic-23
She Breezy,8,1,3,Mixed Advanced(4.0+),windy-city-classic-23
Toxic BabyCakes,6,2,4,Mixed Advanced(4.0+),windy-city-classic-23
😉😉😉,5,2,5,Mixed Advanced(4.0+),windy-city-classic-23
JQ^2,5,2,5,Mixed Advanced(4.0+),windy-city-classic-23
Polo Bears,3,3,5,Mixed Advanced(4.0+),windy-city-classic-23
24 seven,4,3,5,Mixed Advanced(4.0+),windy-city-classic-23
GFD Hall and Oats,5,3,9,Mixed Advanced(4.0+),windy-city-classic-23
We Met Yesterday,4,4,9,Mixed Advanced(4.0+),windy-city-classic-23
-_-,2,3,9,Mixed Advanced(4.0+),windy-city-classic-23
Tank,2,4,9,Mixed Advanced(4.0+),windy-city-classic-23
peanut butter and jammin’,3,6,9,Mixed Advanced(4.0+),windy-city-classic-23
LightDing and Brunder,4,4,9,Mixed Advanced(4.0+),windy-city-classic-23
Drop Top,2,4,9,Mixed Advanced(4.0+),windy-city-classic-23
McLaughlin/Barklow,2,4,9,Mixed Advanced(4.0+),windy-city-classic-23
The Wolfternity,0,5,17,Mixed Advanced(4.0+),windy-city-classic-23
GFD Billy Bob,0,5,17,Mixed Advanced(4.0+),windy-city-classic-23
Fever Dreamin',1,4,17,Mixed Advanced(4.0+),windy-city-classic-23
Simbajon/Bisesi,0,5,17,Mixed Advanced(4.0+),windy-city-classic-23
Clinton Scandal,0,6,17,Mixed Advanced(4.0+),windy-city-classic-23
Lulu Limón,8,0,1,Mixed Intermediate(2.0-3.0),windy-city-classic-23
The Freedom Quitters,6,2,2,Mixed Intermediate(2.0-3.0),windy-city-classic-23
Hit on 2,5,4,3,Mixed Intermediate(2.0-3.0),windy-city-classic-23
Strawberry Tall Cake,5,3,4,Mixed Intermediate(2.0-3.0),windy-city-classic-23
KarJack,4,3,5,Mixed Intermediate(2.0-3.0),windy-city-classic-23
Bearded Fox,3,4,5,Mixed Intermediate(2.0-3.0),windy-city-classic-23
It’s Our Pleasure to Serve You,1,6,5,Mixed Intermediate(2.0-3.0),windy-city-classic-23
Surf ‘n Turf,5,1,5,Mixed Intermediate(2.0-3.0),windy-city-classic-23
Spike-adelic,2,5,9,Mixed Intermediate(2.0-3.0),windy-city-classic-23
Round The Net,1,5,10,Mixed Intermediate(2.0-3.0),windy-city-classic-23
Back in the Homeland,0,6,10,Mixed Intermediate(2.0-3.0),windy-city-classic-23
Bookcase and the Biscuit,3,4,10,Mixed Intermediate(2.0-3.0),windy-city-classic-23
