Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
fly-day chinatown,Green Dots,Round of 16,2023sandiego,"[1, 1]","[0, 0]",Sunday Coed Advanced
Karah's Massive Deanis,fly-day chinatown,Quarter-finals,2023sandiego,"[1, 1]","[0, 0]",Sunday Coed Advanced
Nelson / Lowe,No Lucks Given,Quarter-finals,2023sandiego,"[21, 21]","[7, 15]",Sunday Coed Advanced
Karah's Massive Deanis,Nelson / Lowe,Semi-finals,2023sandiego,"[22, 18, 21]","[20, 21, 19]",Sunday Coed Advanced
Each It,FOR FREMONT!,Final,2023sandiego,"[16, 17]","[21, 21]",Sunday Coed Advanced
Each It,Mushroom Pluckers,1st place,2023sandiego,"[21, 21]","[10, 12]",Sunday Coed Advanced
FOR FREMONT!,Laid Out With My Braid Out,1st place,2023sandiego,"[21, 21]","[15, 12]",Sunday Coed Advanced
Mushroom Pluckers,Playing with Dic,3rd place,2023sandiego,"[21, 21]","[10, 15]",Sunday Coed Advanced
No Lucks Given,fly-day chinatown,P5: Semi-finals,2023sandiego,"[-1, -1, -1]","[-1, -1, -1]",Sunday Coed Advanced
Laid Out With My Braid Out,Mushroom Pluckers,P5: Final,2023sandiego,"[19, 21, 21]","[21, 18, 16]",Sunday Coed Advanced
Paul Smeenus,The Burgers,Round of 32,2023sandiego,"[0, 0]","[1, 1]",4.5+ Expert w/NHZ
SIUUUUUUUUUUUUUUUUU,The Burgers,Round of 16,2023sandiego,"[21, 21]","[14, 9]",4.5+ Expert w/NHZ
Team Backpack,CARL Baddie Combo,Round of 16,2023sandiego,"[25, 14, 25]","[23, 21, 23]",4.5+ Expert w/NHZ
Stay Brown,That’s wide man,Round of 16,2023sandiego,"[21, 21]","[19, 19]",4.5+ Expert w/NHZ
huang/frag,docker run,Round of 16,2023sandiego,"[18, 21, 19]","[21, 15, 21]",4.5+ Expert w/NHZ
