Team Name,Wins,Losses,Result,Division,Tournament
GFD Santa’s helpers,9,0,1,Expert,roogang2023
GFD Buckaroo,8,2,2,Expert,roogang2023
Orthodox,8,1,3,Expert,roogang2023
GFD Gabe Utsecks,7,3,4,Expert,roogang2023
GFD On The Low Low,5,4,5,Expert,roogang2023
TRP Train Boyz,5,3,6,Expert,roogang2023
He blunders,3,5,6,Expert,roogang2023
PTSD Toronto,5,4,6,Expert,roogang2023
Vortex,2,5,9,Expert,roogang2023
Golden Retriever Club,1,6,9,Expert,roogang2023
No Bulk Just Cut,0,7,9,Expert,roogang2023
Women don't sweat,0,7,9,Expert,roogang2023
Are you playing this weekend?,1,6,9,Expert,roogang2023
GFD Forfeit,3,4,9,Expert,roogang2023
