Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
“Surprise me”,Serves you right,Round of 16,2023daybreak,"[21, 5]","[15, 0]",4.5 Elite w/NHZ
Greedy,“Surprise me”,Quarter-finals,2023daybreak,"[21, 1]","[9, 0]",4.5 Elite w/NHZ
Spikin Mo-chiclets,Ennette and Abel,Quarter-finals,2023daybreak,"[20, 0]","[22, 1]",4.5 Elite w/NHZ
Greedy,Ennette and Abel,Semi-finals,2023daybreak,"[1, 1]","[0, 0]",4.5 Elite w/NHZ
Spikin Mo-chiclets,“Surprise me”,P5: Semi-finals,2023daybreak,"[21, 1]","[19, 0]",4.5 Elite w/NHZ
Mamacitas,Snorlax and Zeraora,P5: Final,2023daybreak,"[1, 1]","[0, 0]",4.5 Elite w/NHZ
giggle gang,Relentless Positivity,Round of 16,2023daybreak,"[21, 1]","[18, 0]",3.0 Recreational
Ballin' Bloodline,giggle gang,Quarter-finals,2023daybreak,"[21, 1]","[19, 0]",3.0 Recreational
Foot Faults,Mailbox 📫📬,Quarter-finals,2023daybreak,"[21, 1]","[14, 0]",3.0 Recreational
Ballin' Bloodline,Foot Faults,Semi-finals,2023daybreak,"[17, 0]","[21, 1]",3.0 Recreational
KILLER,Pride boys,Final,2023daybreak,"[21, 1]","[9, 0]",3.0 Recreational
KILLER,Average Joes,1st place,2023daybreak,"[21, 1]","[6, 0]",3.0 Recreational
Chewblocka,Pride boys,1st place,2023daybreak,"[16, 0]","[21, 1]",3.0 Recreational
Average Joes,Christy and Sam,3rd place,2023daybreak,"[21, 1]","[16, 0]",3.0 Recreational
Mailbox 📫📬,giggle gang,P5: Semi-finals,2023daybreak,"[18, 0]","[21, 1]",3.0 Recreational
Chewblocka,Average Joes,P5: Final,2023daybreak,"[21, 1]","[15, 0]",3.0 Recreational
