Team Name,Wins,Losses,Result,Division,Tournament
Chef's Beans,6,2,1,4.0 Competitive w/NHZ,2023springville
Wacky Wonders,6,1,2,4.0 Competitive w/NHZ,2023springville
Team Kipper 😎,5,2,3,4.0 Competitive w/NHZ,2023springville
Smash bros,3,5,4,4.0 Competitive w/NHZ,2023springville
Benos,2,5,5,4.0 Competitive w/NHZ,2023springville
Worlds Okayest,0,7,6,4.0 Competitive w/NHZ,2023springville
Founding Spikers,7,1,1,3.0 Recreational,2023springville
Diabudddies,6,2,2,3.0 Recreational,2023springville
Your mum,7,1,3,3.0 Recreational,2023springville
LegendaryShowdown,4,4,4,3.0 Recreational,2023springville
The Empire Spikes Back,4,4,5,3.0 Recreational,2023springville
Bearded dragons,5,2,6,3.0 Recreational,2023springville
Brendy,4,3,7,3.0 Recreational,2023springville
Spiked Punch,4,3,7,3.0 Recreational,2023springville
T-Birds track coaches,4,3,9,3.0 Recreational,2023springville
The Hitmen,5,3,10,3.0 Recreational,2023springville
survivors,2,5,11,3.0 Recreational,2023springville
Itsy bitsy spikers,1,6,11,3.0 Recreational,2023springville
golden spike,2,5,13,3.0 Recreational,2023springville
Net Ninjas,0,7,14,3.0 Recreational,2023springville
SweatNet,1,7,15,3.0 Recreational,2023springville
