Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Rogue,Project Roundnet,Round of 32,richmond2023,"[21, 21]","[12, 13]",Premier 5.0+
Quality Service,Faulty Service,Round of 32,richmond2023,"[18, 17]","[21, 21]",Premier 5.0+
BD Energy,Sunday Special,Round of 32,richmond2023,"[21, 21]","[12, 19]",Premier 5.0+
Bot House,sexy,Round of 32,richmond2023,"[21, 19, 21]","[16, 21, 9]",Premier 5.0+
Judgment Day,Chosen,Round of 32,richmond2023,"[21, 21]","[17, 13]",Premier 5.0+
A/B,PruGu,Round of 32,richmond2023,"[19, 21, 21]","[21, 14, 17]",Premier 5.0+
Critical Hit,PRIME,Round of 32,richmond2023,"[21, 19, 21]","[18, 21, 19]",Premier 5.0+
Cigar Boys,GFD Evasive Maneuvers,Round of 32,richmond2023,"[21, 24]","[16, 22]",Premier 5.0+
Rogue,Faulty Service,Round of 16,richmond2023,"[21, 21]","[19, 13]",Premier 5.0+
BD Energy,Bot House,Round of 16,richmond2023,"[22, 21, 17]","[24, 15, 21]",Premier 5.0+
Judgment Day,A/B,Round of 16,richmond2023,"[23, 21]","[21, 13]",Premier 5.0+
Critical Hit,Cigar Boys,Round of 16,richmond2023,"[10, 19]","[21, 21]",Premier 5.0+
Rogue,Bot House,Quarter-finals,richmond2023,"[21, 16, 21]","[18, 21, 15]",Premier 5.0+
Judgment Day,Cigar Boys,Quarter-finals,richmond2023,"[17, 21, 21]","[21, 17, 14]",Premier 5.0+
Rogue,Judgment Day,Semi-finals,richmond2023,"[21, 13, 21]","[18, 21, 13]",Premier 5.0+
Kingdom Come,TRP Spotless,Final,richmond2023,"[21, 12, 19]","[14, 21, 21]",Premier 5.0+
Elixir,Kingdom Come,1st place,richmond2023,"[20, 16]","[22, 21]",Premier 5.0+
TRP Spotless,Bad Combo,1st place,richmond2023,"[16, 21, 21]","[21, 18, 19]",Premier 5.0+
Elixir,WySpike Butterfingers,3rd place,richmond2023,"[21, 21]","[12, 12]",Premier 5.0+
Hilltop,Kingdom Come,3rd place,richmond2023,"[22, 17]","[24, 21]",Premier 5.0+
TRP Spotless,Glizzy Gladiators,3rd place,richmond2023,"[21, 21]","[17, 10]",Premier 5.0+
Trevor’s Teddy Bear,Bad Combo,3rd place,richmond2023,"[-1, -1]","[0, 0]",Premier 5.0+
Elixir,Glitch,Semi-finals,richmond2023,"[21, 21]","[14, 17]",Premier 5.0+
WySpike Butterfingers,Profit Boost,Semi-finals,richmond2023,"[21, 21]","[16, 18]",Premier 5.0+
Hilltop,Coast To Coast,Semi-finals,richmond2023,"[21, 21]","[17, 17]",Premier 5.0+
Kingdom Come,Walter White's Tighty Whities,Semi-finals,richmond2023,"[21, 21]","[14, 18]",Premier 5.0+
TRP Spotless,ClubSpike Big Slick,Semi-finals,richmond2023,"[21, 21]","[16, 15]",Premier 5.0+
Glizzy Gladiators,BorderLine,Semi-finals,richmond2023,"[21, 15, 32]","[15, 21, 30]",Premier 5.0+
Trevor’s Teddy Bear,GFD Shorter & Taller,Semi-finals,richmond2023,"[17, 23, 21]","[21, 21, 18]",Premier 5.0+
Bad Combo,Brock Lesnar,Semi-finals,richmond2023,"[21, 21]","[15, 13]",Premier 5.0+
Cigar Boys,Bot House,P5: Semi-finals,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Bad Combo,Elixir,P5: Final,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
BD Energy,Faulty Service,P9: Quarter-finals,richmond2023,"[1, 1]","[0, 0]",Premier 5.0+
Critical Hit,A/B,P9: Quarter-finals,richmond2023,"[1, 1]","[0, 0]",Premier 5.0+
BD Energy,Critical Hit,P9: Semi-finals,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Hilltop,Glizzy Gladiators,P9: Final,richmond2023,"[1, 1]","[0, 0]",Premier 5.0+
Hilltop,WySpike Butterfingers,9th place,richmond2023,"[1, 1]","[0, 0]",Premier 5.0+
Trevor’s Teddy Bear,Glizzy Gladiators,9th place,richmond2023,"[-1, -1]","[0, 0]",Premier 5.0+
A/B,Faulty Service,P13: Semi-finals,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Trevor’s Teddy Bear,WySpike Butterfingers,P13: Final,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Quality Service,Project Roundnet,P17: Round of 16,richmond2023,"[16, 19]","[21, 21]",Premier 5.0+
Sunday Special,sexy,P17: Round of 16,richmond2023,"[19, 12]","[21, 21]",Premier 5.0+
PruGu,Chosen,P17: Round of 16,richmond2023,"[0, 1, 0]","[1, 0, 1]",Premier 5.0+
PRIME,GFD Evasive Maneuvers,P17: Round of 16,richmond2023,"[-1, -1]","[0, 0]",Premier 5.0+
Project Roundnet,sexy,P17: Quarter-finals,richmond2023,"[12, -1, -1]","[21, -1, -1]",Premier 5.0+
Chosen,GFD Evasive Maneuvers,P17: Quarter-finals,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Profit Boost,Coast To Coast,17th place,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
ClubSpike Big Slick,Brock Lesnar,17th place,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Profit Boost,Glitch,19th place,richmond2023,"[21, 21]","[16, 19]",Premier 5.0+
Coast To Coast,Walter White's Tighty Whities,19th place,richmond2023,"[1, 1]","[0, 0]",Premier 5.0+
BorderLine,ClubSpike Big Slick,19th place,richmond2023,"[21, 17, 18]","[18, 21, 21]",Premier 5.0+
GFD Shorter & Taller,Brock Lesnar,19th place,richmond2023,"[-1, -1]","[0, 0]",Premier 5.0+
Sunday Special,Quality Service,P25: Quarter-finals,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
PRIME,PruGu,P25: Quarter-finals,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Walter White's Tighty Whities,Glitch,25th place,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
GFD Shorter & Taller,BorderLine,25th place,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
The Diamond Dogs,@bperl1#3268,Round of 32,richmond2023,"[21, 21]","[13, 12]",Premier 5.0+
Benny Boo & Jare Bear,Back2Basics,Round of 32,richmond2023,"[21, 19, 19]","[19, 21, 21]",Premier 5.0+
Beeks/Drake,Inarizaki,Round of 32,richmond2023,"[1, 0, 1]","[0, 1, 0]",Premier 5.0+
Flying Clutchmen,MLR Nardo Wicks,Round of 32,richmond2023,"[22, 21, 17]","[24, 17, 21]",Premier 5.0+
Ilan’s older brothers,Spidey Sense,Round of 32,richmond2023,"[20, 18]","[22, 21]",Premier 5.0+
CNU Dan Flashes,Free Point Dif,Round of 32,richmond2023,"[21, 21]","[8, 19]",Premier 5.0+
Sick Nasty,SOSD,Round of 32,richmond2023,"[16, 28]","[21, 30]",Premier 5.0+
Jersey Boyz,White Lotus Roundnet,Round of 32,richmond2023,"[21, 21]","[15, 19]",Premier 5.0+
The Diamond Dogs,Back2Basics,Round of 16,richmond2023,"[19, 16]","[21, 21]",Premier 5.0+
Beeks/Drake,MLR Nardo Wicks,Round of 16,richmond2023,"[1, 1]","[0, 0]",Premier 5.0+
Spidey Sense,CNU Dan Flashes,Round of 16,richmond2023,"[16, 15]","[21, 21]",Premier 5.0+
SOSD,Jersey Boyz,Round of 16,richmond2023,"[0, 0]","[-2, -2]",Premier 5.0+
Back2Basics,Beeks/Drake,Quarter-finals,richmond2023,"[0, 0]","[1, 1]",Premier 5.0+
CNU Dan Flashes,SOSD,Quarter-finals,richmond2023,"[21, 21]","[18, 13]",Premier 5.0+
Beeks/Drake,CNU Dan Flashes,Semi-finals,richmond2023,"[1, 1]","[0, 0]",Premier 5.0+
Savage Mode 2,Limitless Faith,3rd place,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Monmouth Spikes,All Gas No Brakes,3rd place,richmond2023,"[10, 26, 21]","[21, 24, 19]",Premier 5.0+
Chilly Chillies,backpack,3rd place,richmond2023,"[1, 0, 0]","[0, 1, 1]",Premier 5.0+
Goblin monkey,Collateral Damage,3rd place,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Savage Mode 2,BYE,Semi-finals,richmond2023,"[17, 21, 21]","[21, 13, 17]",Premier 5.0+
SubZero,Limitless Faith,Semi-finals,richmond2023,"[19, 28, 23]","[21, 26, 25]",Premier 5.0+
Monmouth Spikes,BOT Sons of Thunder,Semi-finals,richmond2023,"[21, 22]","[16, 20]",Premier 5.0+
Skill Gapped,All Gas No Brakes,Semi-finals,richmond2023,"[11, 18]","[21, 21]",Premier 5.0+
Chilly Chillies,the Red House,Semi-finals,richmond2023,"[21, 21]","[10, 14]",Premier 5.0+
backpack,Bake and Shake,Semi-finals,richmond2023,"[21, 21]","[19, 19]",Premier 5.0+
Come and Go,Goblin monkey,Semi-finals,richmond2023,"[20, 21, 12]","[22, 19, 21]",Premier 5.0+
Collateral Damage,Small Dawgz,Semi-finals,richmond2023,"[27, 19, 21]","[25, 21, 16]",Premier 5.0+
SOSD,Back2Basics,P5: Semi-finals,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
MLR Nardo Wicks,The Diamond Dogs,P9: Quarter-finals,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Jersey Boyz,Spidey Sense,P9: Quarter-finals,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Benny Boo & Jare Bear,@bperl1#3268,P17: Round of 16,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Inarizaki,Flying Clutchmen,P17: Round of 16,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Free Point Dif,Ilan’s older brothers,P17: Round of 16,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Sick Nasty,White Lotus Roundnet,P17: Round of 16,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
SubZero,BYE,19th place,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
BOT Sons of Thunder,Skill Gapped,19th place,richmond2023,"[0, -1, -1]","[2, -1, -1]",Premier 5.0+
Bake and Shake,the Red House,19th place,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Come and Go,Small Dawgz,19th place,richmond2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Angeletti/Dohm,April Fools Came Late😅,Round of 16,richmond2023,"[21, 21]","[16, 10]",Women's Advanced 4.0+
Tile Swap,Team Shorties,Round of 16,richmond2023,"[21, 21]","[8, 7]",Women's Advanced 4.0+
Space Monkeys 🚀🐒,Liz and Lourna,Round of 16,richmond2023,"[21, 21]","[11, 16]",Women's Advanced 4.0+
TWINZ,Angeletti/Dohm,Quarter-finals,richmond2023,"[21, 21]","[10, 14]",Women's Advanced 4.0+
Tile Swap,Space Monkeys 🚀🐒,Quarter-finals,richmond2023,"[27, 21]","[25, 18]",Women's Advanced 4.0+
TWINZ,Tile Swap,Semi-finals,richmond2023,"[21, 21]","[10, 12]",Women's Advanced 4.0+
Zoomies,No Hype,Final,richmond2023,"[21, 21]","[18, 16]",Women's Advanced 4.0+
