Team Name,Wins,Losses,Result,Division,Tournament
Swamp Donkeys,7,1,1,Premier 5.0+,ststoronto
GFD Asian Invasion,7,2,2,Premier 5.0+,ststoronto
Wasabi,7,2,3,Premier 5.0+,ststoronto
Bot House,6,2,4,Premier 5.0+,ststoronto
Simply Smashing,4,2,5,Premier 5.0+,ststoronto
Long Tan Handsome and Addison,6,1,5,Premier 5.0+,ststoronto
Just Fungin Around,4,2,5,Premier 5.0+,ststoronto
Sub-Zero,5,2,5,Premier 5.0+,ststoronto
Glitch,3,4,9,Premier 5.0+,ststoronto
Super pumped,2,5,9,Premier 5.0+,ststoronto
CRO Fall Damage,4,3,9,Premier 5.0+,ststoronto
Scoot’s Paradise,2,5,9,Premier 5.0+,ststoronto
Let’s Eat,3,2,9,Premier 5.0+,ststoronto
Butter Shortbread,2,5,9,Premier 5.0+,ststoronto
Bingu!,4,2,9,Premier 5.0+,ststoronto
“Shayly”,2,4,9,Premier 5.0+,ststoronto
Austin/Thomas,1,5,17,Premier 5.0+,ststoronto
CRO X Future,3,4,17,Premier 5.0+,ststoronto
Gym Class Heroes,1,5,17,Premier 5.0+,ststoronto
CRO Suited Connect Ed,2,4,17,Premier 5.0+,ststoronto
Soft Pajamas,0,6,21,Premier 5.0+,ststoronto
CRO Bummerland,0,7,21,Premier 5.0+,ststoronto
Total Control,8,0,1,Contenders 4.5+,ststoronto
Cal & Carl,6,2,2,Contenders 4.5+,ststoronto
Swinging Sloths,6,2,3,Contenders 4.5+,ststoronto
Babin’s Disciples,6,3,4,Contenders 4.5+,ststoronto
Canadian French Kiss,7,2,5,Contenders 4.5+,ststoronto
FCR BHAD Boys,5,1,6,Contenders 4.5+,ststoronto
Nemesis Foundnet,6,1,6,Contenders 4.5+,ststoronto
Unnecessary Layouts,4,3,6,Contenders 4.5+,ststoronto
YeeeHaww!,5,3,9,Contenders 4.5+,ststoronto
Frosted Flakes & Reese's Puffs,5,2,10,Contenders 4.5+,ststoronto
To D or not to D,4,3,10,Contenders 4.5+,ststoronto
Sour Peeps,2,4,10,Contenders 4.5+,ststoronto
8’s,4,4,10,Contenders 4.5+,ststoronto
Yates / Kovatch,2,5,14,Contenders 4.5+,ststoronto
