Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Defense is Dead(ly),Valhalla,Quarter-finals,2023af,"[21, 17, 21]","[17, 21, 12]",5.0 Premier w/NHZ
Greedy,Prime Rim,Quarter-finals,2023af,"[19, 21, 19]","[21, 18, 21]",5.0 Premier w/NHZ
Defense is Dead(ly),Prime Rim,Semi-finals,2023af,"[0, 0]","[1, 1]",5.0 Premier w/NHZ
Tall+Dark=Handsome,Garrett²,Final,2023af,"[16, 21, 16]","[21, 17, 21]",5.0 Premier w/NHZ
Tall+Dark=Handsome,What's the Chance?,1st place,2023af,"[21, 21]","[8, 8]",5.0 Premier w/NHZ
Over-Invested in Defense (Like the USA),Garrett²,1st place,2023af,"[14, 17]","[21, 21]",5.0 Premier w/NHZ
Greedy,Valhalla,P5: Semi-finals,2023af,"[-1, -1, -1]","[-1, -1, -1]",5.0 Premier w/NHZ
Over-Invested in Defense (Like the USA),What's the Chance?,P5: Final,2023af,"[21, 22]","[14, 20]",5.0 Premier w/NHZ
Greedy,Valhalla,P5: Semi-finals,2023af,"[-1, -1, -1]","[-1, -1, -1]",5.0 Premier w/NHZ
Over-Invested in Defense (Like the USA),What's the Chance?,P5: Final,2023af,"[21, 22]","[14, 20]",5.0 Premier w/NHZ
Rakes,Bex +1,Quarter-finals,2023af,"[21, 18, 21]","[18, 21, 17]",4.5 Elite w/NHZ
B squared,Como Se Juega,Round of 16,2023af,"[21, 22]","[19, 20]",4.0 Advanced w/NHZ
Pizza Pocket Rockets,B squared,Quarter-finals,2023af,"[21, 21]","[10, 9]",4.0 Advanced w/NHZ
Pando,Quarter Blind,Quarter-finals,2023af,"[19, 21, 21]","[21, 14, 15]",4.0 Advanced w/NHZ
Pizza Pocket Rockets,Pando,Semi-finals,2023af,"[19, 21, 21]","[21, 18, 12]",4.0 Advanced w/NHZ
Double Fault,Amanda +1,Final,2023af,"[22, 21]","[20, 11]",4.0 Advanced w/NHZ
Double Fault,it has pockets?!,1st place,2023af,"[21, 21]","[12, 8]",4.0 Advanced w/NHZ
Chef's Beans,Amanda +1,1st place,2023af,"[18, 22, 16]","[21, 20, 21]",4.0 Advanced w/NHZ
it has pockets?!,The A-Dawgs,3rd place,2023af,"[18, 22, 21]","[21, 20, 17]",4.0 Advanced w/NHZ
Amanda +1,Something clever,3rd place,2023af,"[21, 17, 21]","[18, 21, 19]",4.0 Advanced w/NHZ
Quarter Blind,B squared,P5: Semi-finals,2023af,"[18, 21, 14]","[21, 18, 21]",4.0 Advanced w/NHZ
Chef's Beans,it has pockets?!,P5: Final,2023af,"[21, 21]","[15, 8]",4.0 Advanced w/NHZ
The A-Dawgs,Something clever,P9: Final,2023af,"[8, 13]","[15, 15]",4.0 Advanced w/NHZ
The A-Dawgs,Something clever,P9: Final,2023af,"[8, 13]","[15, 15]",4.0 Advanced w/NHZ
Ballzdropped,The Bros,Round of 16,2023af,"[19, 12]","[21, 21]",3.0 Intermediate
Perfect Consistency,TexMex,Round of 16,2023af,"[21, 21]","[10, 12]",3.0 Intermediate
Super Smash Brothers In Law,Team Thompson,Round of 16,2023af,"[18, 25, 19]","[21, 24, 21]",3.0 Intermediate
Yeah That’s Us,The Bros,Quarter-finals,2023af,"[21, 21]","[18, 14]",3.0 Intermediate
Perfect Consistency,Team Thompson,Quarter-finals,2023af,"[21, 21]","[17, 15]",3.0 Intermediate
Yeah That’s Us,Perfect Consistency,Semi-finals,2023af,"[22, 21]","[20, 15]",3.0 Intermediate
The Shanks,Dadday Chall,Final,2023af,"[21, 21]","[15, 14]",3.0 Intermediate
Spike Overflow,The Shanks,1st place,2023af,"[12, 13]","[21, 21]",3.0 Intermediate
Dadday Chall,Max/Corbin,1st place,2023af,"[21, 21]","[15, 17]",3.0 Intermediate
The Shanks,The spins,3rd place,2023af,"[21, 21]","[18, 13]",3.0 Intermediate
Mom and Dad,Max/Corbin,3rd place,2023af,"[17, 14]","[21, 21]",3.0 Intermediate
Team Thompson,The Bros,P5: Semi-finals,2023af,"[18, 15]","[21, 21]",3.0 Intermediate
Max/Corbin,Spike Overflow,P5: Final,2023af,"[21, 15, 11]","[15, 21, 21]",3.0 Intermediate
Super Smash Brothers In Law,TexMex,P9: Quarter-finals,2023af,"[21, 21]","[14, 14]",3.0 Intermediate
Ballzdropped,Super Smash Brothers In Law,P9: Semi-finals,2023af,"[21, 21]","[18, 16]",3.0 Intermediate
The spins,Mom and Dad,P9: Final,2023af,"[17, 15]","[15, 6]",3.0 Intermediate
